品牌名称,生成时间,人群包名称,逻辑单元数
维多利亚的秘密,2019-03-13,0112v11】超I浅I,5
维多利亚的秘密,2019-03-13,0112v13】非超I深I,5
维多利亚的秘密,2019-03-13,0112v14】非超I浅I,5
维多利亚的秘密,2019-03-13,0112v17】旗店PL活跃,3
维多利亚的秘密,2019-03-13,0112v18】旗店PL非活,3
维多利亚的秘密,2019-03-13,0112v20】非店PL活跃,3
维多利亚的秘密,2019-03-13,0112v21】非店PL非活,3
维多利亚的秘密,2019-03-13,0306-0309非店AxX购买,2
维多利亚的秘密,2019-03-13,0306-0309非店AxX购买,2
维多利亚的秘密,2019-03-13,0306-0309深度AxX购买,2
维多利亚的秘密,2019-03-13,0306-0309浅度AxX购买,2
维多利亚的秘密,2019-03-13,0306-0309非店IxX购买,2
维多利亚的秘密,2019-03-13,0306-0309超级IxX购买,3
维多利亚的秘密,2019-03-13,0306-0309深度IxX购买,2
维多利亚的秘密,2019-03-13,0306-0309浅度IxX购买,2
维多利亚的秘密,2019-03-13,0306-0309旗店活跃PLxX购买,2
维多利亚的秘密,2019-03-13,0306-0309旗店非活PLxX购买,2
维多利亚的秘密,2019-03-13,0306-0309非店活跃PLxX购买,2
维多利亚的秘密,2019-03-13,0306-0309非店非活PLxX购买,2
维多利亚的秘密,2019-03-13,0112-0117非店AxX购买,2
维多利亚的秘密,2019-03-13,0112-0117深度AxX购买,2
维多利亚的秘密,2019-03-13,0112-0117浅度AxX购买,2
维多利亚的秘密,2019-03-13,0112-0117非店IxX购买,2
维多利亚的秘密,2019-03-13,0112-0117超级IxX购买,3
维多利亚的秘密,2019-03-13,0112-0117深度IxX购买,2
维多利亚的秘密,2019-03-13,0112-0117浅度IxX购买,2
维多利亚的秘密,2019-03-13,0112-0117旗店活跃PLxX购买,2
维多利亚的秘密,2019-03-13,0112-0117旗店非活PLxX购买,2
维多利亚的秘密,2019-03-13,0112-0117非店活跃PLxX购买,2
维多利亚的秘密,2019-03-13,0112-0117非店非活PLxX购买,2
亚瑟士,2019-03-13,0303【辅】旗店深A行为,6
亚瑟士,2019-03-13,0303【辅】旗舰店A行为,8
亚瑟士,2019-03-13,0302【辅】旗店深A行为,6
亚瑟士,2019-03-13,0302【辅】旗舰店A行为,8
亚瑟士,2019-03-13,0302【辅】旗舰店I行为,3
亚瑟士,2019-03-13,0302【辅】超级用户,4
亚瑟士,2019-03-13,0302【辅】活跃ZDY,17
亚瑟士,2019-03-13,0302v3】非店之A,3
亚瑟士,2019-03-13,0302v4】旗店深A,4
亚瑟士,2019-03-13,0302v5】旗店浅A,4
亚瑟士,2019-03-13,0302v8】非店之I,3
亚瑟士,2019-03-13,0302v10】超I深I,5
亚瑟士,2019-03-13,0302【辅】旗店深A行为,6
亚瑟士,2019-03-13,0302【辅】旗舰店A行为,8
亚瑟士,2019-03-13,0302【辅】旗舰店I行为,3
亚瑟士,2019-03-13,0302v3】非店之A,3
亚瑟士,2019-03-13,0302v4】旗店深A,4
亚瑟士,2019-03-13,0302v5】旗店浅A,4
亚瑟士,2019-03-13,0302v8】非店之I,3
亚瑟士,2019-03-13,0302v10】超I深I,5
亚瑟士,2019-03-13,0302v11】超I浅I,5
亚瑟士,2019-03-13,0302v13】非超I深I,5
亚瑟士,2019-03-13,0302v14】非超I浅I,5
亚瑟士,2019-03-13,0302v17】旗店PL活跃,3
亚瑟士,2019-03-13,0302v18】旗店PL非活,3
亚瑟士,2019-03-13,0302v20】非店PL活跃,3
亚瑟士,2019-03-13,0302v21】非店PL非活,3
雅培,2019-03-14,0310-0313【辅】进店ZDY,3
雅培,2019-03-14,0309-0313非店AxX曝光,2
雅培,2019-03-14,0309-0313非店AxX曝光,2
雅培,2019-03-14,0309-0313深度AxX曝光,2
雅培,2019-03-14,0309-0313浅度AxX曝光,2
雅培,2019-03-14,0309-0313非店IxX曝光,2
雅培,2019-03-14,0309-0313超级IxX曝光,3
雅培,2019-03-14,0309-0313深度IxX曝光,2
雅培,2019-03-14,0309-0313浅度IxX曝光,2
雅培,2019-03-14,0309-0313旗店活跃PLxX曝光,2
雅培,2019-03-14,0309-0313旗店非活PLxX曝光,2
雅培,2019-03-14,0309-0313非店活跃PLxX曝光,2
雅培,2019-03-14,0309-0313非店非活PLxX曝光,2
雅培,2019-03-14,0309-0313非店AxX收加,2
雅培,2019-03-14,0309-0313深度AxX收加,2
雅培,2019-03-14,0309-0313浅度AxX收加,2
雅培,2019-03-14,0309-0313非店IxX收加,2
雅培,2019-03-14,0309-0313超级IxX收加,3
雅培,2019-03-14,0309-0313深度IxX收加,2
雅培,2019-03-14,0309-0313浅度IxX收加,2
雅培,2019-03-14,0309-0313旗店活跃PLxX收加,2
雅培,2019-03-14,0309-0313旗店非活PLxX收加,2
雅培,2019-03-14,0309-0313非店活跃PLxX收加,2
雅培,2019-03-14,0309-0313非店非活PLxX收加,2
雅培,2019-03-14,0309-0313非店AxX购买,2
雅培,2019-03-14,0309-0313深度AxX购买,2
雅培,2019-03-14,0309-0313浅度AxX购买,2
雅培,2019-03-14,0309-0313非店IxX购买,2
雅培,2019-03-14,0309-0313超级IxX购买,3
雅培,2019-03-14,0309-0313深度IxX购买,2
雅培,2019-03-14,0309-0313浅度IxX购买,2
雅培,2019-03-14,0309-0313旗店活跃PLxX购买,2
雅培,2019-03-14,0309-0313旗店非活PLxX购买,2
雅培,2019-03-14,0309-0313非店活跃PLxX购买,2
雅培,2019-03-14,0309-0313非店非活PLxX购买,2
雅培,2019-03-14,0309-0313非店AxX进店,2
雅培,2019-03-14,0309-0313深度AxX进店,2
雅培,2019-03-14,0309-0313浅度AxX进店,2
雅培,2019-03-14,0309-0313非店IxX进店,2
雅培,2019-03-14,0309-0313超级IxX进店,3
雅培,2019-03-14,0309-0313深度IxX进店,2
雅培,2019-03-14,0309-0313浅度IxX进店,2
雅培,2019-03-14,0309-0313旗店活跃PLxX进店,2
雅培,2019-03-14,0309-0313旗店非活PLxX进店,2
雅培,2019-03-14,0309-0313非店活跃PLxX进店,2
雅培,2019-03-14,0309-0313非店非活PLxX进店,2
启赋,2019-03-14,V1新增A人群,3
启赋,2019-03-14,V1新增I人群,3
启赋,2019-03-14,V1新增PL人群,2
启赋,2019-03-14,V1原有A人群,3
启赋,2019-03-14,V1原有I人群,3
启赋,2019-03-14,V1原有PL人群,2
启赋,2019-03-14,V1-汇总-UD,2
启赋,2019-03-14,V1-汇总-UD,2
启赋,2019-03-14,V1-汇总-优酷广告,2
启赋,2019-03-14,V1-汇总-聚划算,2
启赋,2019-03-14,V1-汇总-淘抢购,2
启赋,2019-03-14,V1-汇总-试用中心,2
启赋,2019-03-14,V1-汇总-天猫U先,1
启赋,2019-03-14,V1-汇总-超级品牌日,4
启赋,2019-03-14,V1-汇总-欢聚日,2
启赋,2019-03-14,V1-汇总-互动吧,2
启赋,2019-03-14,V1-汇总-天合流量宝,6
启赋,2019-03-14,V1-汇总-品牌号,2
启赋,2019-03-14,V1-汇总-淘宝头条,14
启赋,2019-03-14,V1-汇总-有好货,3
启赋,2019-03-14,V1-汇总-必买清单,1
启赋,2019-03-14,V1-汇总-猜你喜欢,1
启赋,2019-03-14,V1-汇总-直播,2
启赋,2019-03-14,V1-汇总-微淘,15
启赋,2019-03-14,V1-汇总-每日好店,2
启赋,2019-03-14,V1-汇总-一夜霸屏,2
启赋,2019-03-14,V1-汇总-品牌雷达,2
启赋,2019-03-14,V1-汇总-品牌专区,2
启赋,2019-03-14,V1-汇总-明星店铺,2
启赋,2019-03-14,V1-汇总-钻石展位,2
启赋,2019-03-14,V1-汇总-品牌特秀,2
启赋,2019-03-14,V1-汇总-摇一摇,1
启赋,2019-03-14,V1-汇总-菜鸟驿站,2
启赋,2019-03-14,V1-汇总-线下U先,1
启赋,2019-03-14,V1-汇总-智慧商圈,2
启赋,2019-03-14,V1-汇总45-天猫国际,1
启赋,2019-03-14,V1-汇总123-天猫国际,1
启赋,2019-03-14,V1-汇总45-国际直营,1
启赋,2019-03-14,V1-汇总123-国际直营,1
启赋,2019-03-14,V1-汇总45-天猫超市,1
启赋,2019-03-14,V1-汇总123-天猫超市,1
启赋,2019-03-14,V1-汇总45-天猫旗舰店,1
启赋,2019-03-14,V1-汇总123-天猫旗舰店,1
启赋,2019-03-14,V1-汇总45-天猫全部,1
启赋,2019-03-14,V1-汇总123-天猫全部,1
启赋,2019-03-14,V1-汇总45-天猫其他,2
启赋,2019-03-14,V1-汇总123-天猫其他,2
启赋,2019-03-14,V1-汇总45-全球购,1
启赋,2019-03-14,V1-汇总123-全球购,1
启赋,2019-03-14,V1-汇总45-淘宝集市,1
启赋,2019-03-14,V1-汇总123-淘宝集市,1
启赋,2019-03-14,V1-汇总-新增会员,1
启赋,2019-03-14,V1新增A-xX-UD,3
启赋,2019-03-14,V1新增A-xX-优酷广告,3
启赋,2019-03-14,V1新增A-xX-聚划算,3
启赋,2019-03-14,V1新增A-xX-淘抢购,3
启赋,2019-03-14,V1新增A-xX-试用中心,3
启赋,2019-03-14,V1新增A-xX-天猫U先,2
启赋,2019-03-14,V1新增A-xX-超级品牌日,5
启赋,2019-03-14,V1新增A-xX-欢聚日,3
启赋,2019-03-14,V1新增A-xX-互动吧,3
启赋,2019-03-14,V1新增A-xX-天合流量宝,7
启赋,2019-03-14,V1新增A-xX-品牌号,3
启赋,2019-03-14,V1新增A-xX-淘宝头条,15
启赋,2019-03-14,V1新增A-xX-有好货,4
启赋,2019-03-14,V1新增A-xX-必买清单,2
启赋,2019-03-14,V1新增A-xX-猜你喜欢,2
启赋,2019-03-14,V1新增A-xX-直播,3
启赋,2019-03-14,V1新增A-xX-微淘,16
启赋,2019-03-14,V1新增A-xX-每日好店,3
启赋,2019-03-14,V1新增A-xX-一夜霸屏,3
启赋,2019-03-14,V1新增A-xX-品牌雷达,3
启赋,2019-03-14,V1新增A-xX-品牌专区,3
启赋,2019-03-14,V1新增A-xX-明星店铺,3
启赋,2019-03-14,V1新增A-xX-钻石展位,3
启赋,2019-03-14,V1新增A-xX-品牌特秀,3
启赋,2019-03-14,V1新增A-xX-摇一摇,2
启赋,2019-03-14,V1新增A-xX-菜鸟驿站,3
启赋,2019-03-14,V1新增A-xX-线下U先,2
启赋,2019-03-14,V1新增A-xX-智慧商圈,3
启赋,2019-03-14,V1新增A-xX-天猫国际,2
启赋,2019-03-14,V1新增A-xX-国际直营,2
启赋,2019-03-14,V1新增A-xX-天猫超市,2
启赋,2019-03-14,V1新增A-xX-天猫旗舰店,2
启赋,2019-03-14,V1新增A-xX-天猫全部,2
启赋,2019-03-14,V1新增A-交集-天猫其他,3
启赋,2019-03-14,V1新增A-xX-全球购,2
启赋,2019-03-14,V1新增A-xX-淘宝集市,2
启赋,2019-03-14,V1新增A-xX-新增会员,2
启赋,2019-03-14,V1新增I-xX-UD,3
启赋,2019-03-14,V1新增I-xX-优酷广告,3
启赋,2019-03-14,V1新增I-xX-聚划算,3
启赋,2019-03-14,V1新增I-xX-淘抢购,3
启赋,2019-03-14,V1新增I-xX-试用中心,3
启赋,2019-03-14,V1新增I-xX-天猫U先,2
启赋,2019-03-14,V1新增I-xX-超级品牌日,5
启赋,2019-03-14,V1新增I-xX-欢聚日,3
启赋,2019-03-14,V1新增I-xX-互动吧,3
启赋,2019-03-14,V1新增I-xX-天合流量宝,7
启赋,2019-03-14,V1新增I-xX-品牌号,3
启赋,2019-03-14,V1新增I-xX-淘宝头条,15
启赋,2019-03-14,V1新增I-xX-有好货,4
启赋,2019-03-14,V1新增I-xX-必买清单,2
启赋,2019-03-14,V1新增I-xX-猜你喜欢,2
启赋,2019-03-14,V1新增I-xX-直播,3
启赋,2019-03-14,V1新增I-xX-微淘,16
启赋,2019-03-14,V1新增I-xX-每日好店,3
启赋,2019-03-14,V1新增I-xX-一夜霸屏,3
启赋,2019-03-14,V1新增I-xX-品牌雷达,3
启赋,2019-03-14,V1新增I-xX-品牌专区,3
启赋,2019-03-14,V1新增I-xX-明星店铺,3
启赋,2019-03-14,V1新增I-xX-钻石展位,3
启赋,2019-03-14,V1新增I-xX-品牌特秀,3
启赋,2019-03-14,V1新增I-xX-摇一摇,2
启赋,2019-03-14,V1新增I-xX-菜鸟驿站,3
启赋,2019-03-14,V1新增I-xX-线下U先,2
启赋,2019-03-14,V1新增I-xX-智慧商圈,3
启赋,2019-03-14,V1新增I-xX-天猫国际,2
启赋,2019-03-14,V1新增I-xX-国际直营,2
启赋,2019-03-14,V1新增I-xX-天猫超市,2
启赋,2019-03-14,V1新增I-xX-天猫旗舰店,2
启赋,2019-03-14,V1新增I-xX-天猫全部,2
启赋,2019-03-14,V1新增I-交集-天猫其他,3
启赋,2019-03-14,V1新增I-xX-全球购,2
启赋,2019-03-14,V1新增I-xX-淘宝集市,2
启赋,2019-03-14,V1新增I-xX-新增会员,2
启赋,2019-03-14,V1新增购买-xX-UD,3
启赋,2019-03-14,V1新增购买-xX-UD,3
启赋,2019-03-14,V1新增购买-xX-优酷广告,3
启赋,2019-03-14,V1新增购买-xX-聚划算,3
启赋,2019-03-14,V1新增购买-xX-淘抢购,3
启赋,2019-03-14,V1新增购买-xX-试用中心,3
启赋,2019-03-14,V1新增购买-xX-天猫U先,2
启赋,2019-03-14,V1新增购买-xX-超级品牌日,5
启赋,2019-03-14,V1新增购买-xX-欢聚日,3
启赋,2019-03-14,V1新增购买-xX-互动吧,3
启赋,2019-03-14,V1新增购买-xX-天合流量宝,7
启赋,2019-03-14,V1新增购买-xX-品牌号,3
启赋,2019-03-14,V1新增购买-xX-淘宝头条,15
启赋,2019-03-14,V1新增购买-xX-有好货,4
启赋,2019-03-14,V1新增购买-xX-必买清单,2
启赋,2019-03-14,V1新增购买-xX-猜你喜欢,2
启赋,2019-03-14,V1新增购买-xX-直播,3
启赋,2019-03-14,V1新增购买-xX-微淘,16
启赋,2019-03-14,V1新增购买-xX-每日好店,3
启赋,2019-03-14,V1新增购买-xX-一夜霸屏,3
启赋,2019-03-14,V1新增购买-xX-品牌雷达,3
启赋,2019-03-14,V1新增购买-xX-品牌专区,3
启赋,2019-03-14,V1新增购买-xX-明星店铺,3
启赋,2019-03-14,V1新增购买-xX-钻石展位,3
启赋,2019-03-14,V1新增购买-xX-品牌特秀,3
启赋,2019-03-14,V1新增购买-xX-摇一摇,2
启赋,2019-03-14,V1新增购买-xX-菜鸟驿站,3
启赋,2019-03-14,V1新增购买-xX-线下U先,2
启赋,2019-03-14,V1新增购买-xX-智慧商圈,3
启赋,2019-03-14,V1新增购买-xX-天猫国际,2
启赋,2019-03-14,V1新增购买-xX-国际直营,2
启赋,2019-03-14,V1新增购买-xX-天猫超市,2
启赋,2019-03-14,V1新增购买-xX-天猫旗舰店,2
启赋,2019-03-14,V1新增购买-xX-天猫全部,2
启赋,2019-03-14,V1新增购买-交集-天猫其他,3
启赋,2019-03-14,V1新增购买-xX-全球购,2
启赋,2019-03-14,V1新增购买-xX-淘宝集市,2
启赋,2019-03-14,V1新增购买-xX-新增会员,2
启赋,2019-03-14,V1原有A-xX-UD,3
启赋,2019-03-14,V1原有A-xX-优酷广告,3
启赋,2019-03-14,V1原有A-xX-聚划算,3
启赋,2019-03-14,V1原有A-xX-淘抢购,3
启赋,2019-03-14,V1原有A-xX-试用中心,3
启赋,2019-03-14,V1原有A-xX-天猫U先,2
启赋,2019-03-14,V1原有A-xX-超级品牌日,5
启赋,2019-03-14,V1原有A-xX-欢聚日,3
启赋,2019-03-14,V1原有A-xX-互动吧,3
启赋,2019-03-14,V1原有A-xX-天合流量宝,7
启赋,2019-03-14,V1原有A-xX-品牌号,3
启赋,2019-03-14,V1原有A-xX-淘宝头条,15
启赋,2019-03-14,V1原有A-xX-有好货,4
启赋,2019-03-14,V1原有A-xX-必买清单,2
启赋,2019-03-14,V1原有A-xX-猜你喜欢,2
启赋,2019-03-14,V1原有A-xX-直播,3
启赋,2019-03-14,V1原有A-xX-微淘,16
启赋,2019-03-14,V1原有A-xX-UD,3
启赋,2019-03-14,V1原有A-xX-优酷广告,3
启赋,2019-03-14,V1原有A-xX-聚划算,3
启赋,2019-03-14,V1原有A-xX-淘抢购,3
启赋,2019-03-14,V1原有A-xX-试用中心,3
启赋,2019-03-14,V1原有A-xX-天猫U先,2
启赋,2019-03-14,V1原有A-xX-超级品牌日,5
启赋,2019-03-14,V1原有A-xX-欢聚日,3
启赋,2019-03-14,V1原有A-xX-互动吧,3
启赋,2019-03-14,V1原有A-xX-天合流量宝,7
启赋,2019-03-14,V1原有A-xX-品牌号,3
启赋,2019-03-14,V1原有A-xX-淘宝头条,15
启赋,2019-03-14,V1原有A-xX-有好货,4
启赋,2019-03-14,V1原有A-xX-必买清单,2
启赋,2019-03-14,V1原有A-xX-猜你喜欢,2
启赋,2019-03-14,V1原有I-xX-UD,3
启赋,2019-03-14,V1原有I-xX-优酷广告,3
启赋,2019-03-14,V1原有I-xX-聚划算,3
启赋,2019-03-14,V1原有I-xX-淘抢购,3
启赋,2019-03-14,V1原有I-xX-试用中心,3
启赋,2019-03-14,V1原有I-xX-天猫U先,2
启赋,2019-03-14,V1原有I-xX-超级品牌日,5
启赋,2019-03-14,V1原有I-xX-欢聚日,3
启赋,2019-03-14,V1原有I-xX-互动吧,3
启赋,2019-03-14,V1原有I-xX-天合流量宝,7
启赋,2019-03-14,V1原有I-xX-品牌号,3
启赋,2019-03-14,V1原有I-xX-淘宝头条,15
启赋,2019-03-14,V1原有I-xX-有好货,4
启赋,2019-03-14,V1原有I-xX-必买清单,2
启赋,2019-03-14,V1原有I-xX-猜你喜欢,2
启赋,2019-03-14,V1原有I-xX-直播,3
启赋,2019-03-14,V1原有I-xX-微淘,16
启赋,2019-03-14,V1原有I-xX-每日好店,3
启赋,2019-03-14,V1原有I-xX-一夜霸屏,3
启赋,2019-03-14,V1原有I-xX-品牌雷达,3
启赋,2019-03-14,V1原有I-xX-品牌专区,3
启赋,2019-03-14,V1原有I-xX-明星店铺,3
启赋,2019-03-14,V1原有I-xX-钻石展位,3
启赋,2019-03-14,V1原有I-xX-品牌特秀,3
启赋,2019-03-14,V1原有I-xX-摇一摇,2
启赋,2019-03-14,V1原有I-xX-菜鸟驿站,3
启赋,2019-03-14,V1原有I-xX-线下U先,2
启赋,2019-03-14,V1原有I-xX-智慧商圈,2
启赋,2019-03-14,V1原有I-xX-天猫国际,2
启赋,2019-03-14,V1原有I-xX-国际直营,2
启赋,2019-03-14,V1原有I-xX-天猫超市,2
启赋,2019-03-14,V1原有I-xX-天猫旗舰店,2
启赋,2019-03-14,V1原有I-xX-天猫全部,2
启赋,2019-03-14,V1原有I-交集-天猫其他,3
启赋,2019-03-14,V1原有I-xX-全球购,2
启赋,2019-03-14,V1原有I-xX-淘宝集市,2
启赋,2019-03-14,V1原有I-xX-新增会员,2
启赋,2019-03-14,V1原有购买-xX-UD,3
启赋,2019-03-14,V1原有购买-xX-优酷广告,3
启赋,2019-03-14,V1原有购买-xX-聚划算,3
启赋,2019-03-14,V1原有购买-xX-淘抢购,3
启赋,2019-03-14,V1原有购买-xX-试用中心,3
启赋,2019-03-14,V1原有购买-xX-天猫U先,2
启赋,2019-03-14,V1原有购买-xX-超级品牌日,5
启赋,2019-03-14,V1原有购买-xX-欢聚日,3
启赋,2019-03-14,V1原有购买-xX-互动吧,3
启赋,2019-03-14,V1原有购买-xX-天合流量宝,7
启赋,2019-03-14,V1原有购买-xX-品牌号,3
启赋,2019-03-14,V1原有购买-xX-淘宝头条,15
启赋,2019-03-14,V1原有购买-xX-有好货,4
启赋,2019-03-14,V1原有购买-xX-必买清单,2
启赋,2019-03-14,V1原有购买-xX-猜你喜欢,2
启赋,2019-03-14,V1原有购买-xX-直播,3
启赋,2019-03-14,V1原有购买-xX-微淘,16
启赋,2019-03-14,V1原有购买-xX-每日好店,3
启赋,2019-03-14,V1原有购买-xX-一夜霸屏,3
启赋,2019-03-14,V1原有购买-xX-品牌雷达,3
启赋,2019-03-14,V1原有购买-xX-品牌专区,3
启赋,2019-03-14,V1原有购买-xX-明星店铺,3
启赋,2019-03-14,V1原有购买-xX-钻石展位,3
启赋,2019-03-14,V1原有购买-xX-品牌特秀,3
启赋,2019-03-14,V1原有购买-xX-摇一摇,2
启赋,2019-03-14,V1原有购买-xX-菜鸟驿站,3
启赋,2019-03-14,V1原有购买-xX-线下U先,2
启赋,2019-03-14,V1原有购买-xX-智慧商圈,2
启赋,2019-03-14,V1原有购买-xX-天猫国际,2
启赋,2019-03-14,V1原有购买-xX-国际直营,2
启赋,2019-03-14,V1原有购买-xX-天猫超市,2
启赋,2019-03-14,V1原有购买-xX-天猫旗舰店,2
启赋,2019-03-14,V1原有购买-xX-天猫全部,2
启赋,2019-03-14,V1原有购买-交集-天猫其他,3
启赋,2019-03-14,V1原有购买-xX-全球购,2
启赋,2019-03-14,V1原有购买-xX-淘宝集市,2
启赋,2019-03-14,V1原有购买-xX-新增会员,2
启赋,2019-03-14,V1原有A-xX-每日好店,3
启赋,2019-03-14,V1原有A-xX-一夜霸屏,3
启赋,2019-03-14,V1原有A-xX-品牌雷达,3
启赋,2019-03-14,V1原有A-xX-品牌专区,3
启赋,2019-03-14,V1原有A-xX-明星店铺,3
启赋,2019-03-14,V1原有A-xX-钻石展位,3
启赋,2019-03-14,V1原有A-xX-品牌特秀,3
启赋,2019-03-14,V1原有A-xX-摇一摇,2
启赋,2019-03-14,V1原有A-xX-菜鸟驿站,3
启赋,2019-03-14,V1原有A-xX-线下U先,2
启赋,2019-03-14,V1原有A-xX-智慧商圈,2
启赋,2019-03-14,V1原有A-xX-天猫国际,2
启赋,2019-03-14,V1原有A-xX-国际直营,2
启赋,2019-03-14,V1原有A-xX-天猫超市,2
启赋,2019-03-14,V1原有A-xX-天猫旗舰店,2
启赋,2019-03-14,V1原有A-xX-天猫全部,2
启赋,2019-03-14,V1原有A-交集-天猫其他,3
启赋,2019-03-14,V1原有A-xX-全球购,2
启赋,2019-03-14,V1原有A-xX-淘宝集市,2
启赋,2019-03-14,V1原有A-xX-新增会员,2
启赋,2019-03-14,V2新增A-xX-UD,3
启赋,2019-03-14,V2新增A-xX-优酷广告,3
启赋,2019-03-14,V2新增A-xX-聚划算,3
启赋,2019-03-14,V2新增A-xX-淘抢购,3
启赋,2019-03-14,V2新增A-xX-试用中心,3
启赋,2019-03-14,V2新增A-xX-天猫U先,2
启赋,2019-03-14,V2新增A-xX-超级品牌日,5
启赋,2019-03-14,V2新增A-xX-欢聚日,3
启赋,2019-03-14,V2新增A-xX-互动吧,3
启赋,2019-03-14,V2新增A-xX-天合流量宝,7
启赋,2019-03-14,V2新增A-xX-品牌号,3
启赋,2019-03-14,V2新增A-xX-UD,3
启赋,2019-03-14,V2新增A-xX-优酷广告,3
启赋,2019-03-14,V2新增A-xX-聚划算,3
启赋,2019-03-14,V2新增A-xX-淘抢购,3
启赋,2019-03-14,V2新增A-xX-试用中心,3
启赋,2019-03-14,V2新增A-xX-天猫U先,2
启赋,2019-03-14,V2新增A-xX-超级品牌日,5
启赋,2019-03-14,V2新增A-xX-欢聚日,3
启赋,2019-03-14,V2新增A-xX-互动吧,3
启赋,2019-03-14,V2新增A-xX-天合流量宝,7
启赋,2019-03-14,V2新增A-xX-品牌号,3
启赋,2019-03-14,V2新增A-xX-淘宝头条,15
启赋,2019-03-14,V2新增A-xX-有好货,4
启赋,2019-03-14,V2新增A-xX-必买清单,2
启赋,2019-03-14,V2新增A-xX-猜你喜欢,2
启赋,2019-03-14,V2新增A-xX-直播,3
启赋,2019-03-14,V2新增A-xX-微淘,16
启赋,2019-03-14,V2新增A-xX-每日好店,4
启赋,2019-03-14,V2新增A-xX-一夜霸屏,3
启赋,2019-03-14,V2新增A-xX-品牌雷达,3
启赋,2019-03-14,V2新增A-xX-品牌专区,3
启赋,2019-03-14,V2新增A-xX-明星店铺,3
启赋,2019-03-14,V2新增A-xX-钻石展位,3
启赋,2019-03-14,V2新增A-xX-品牌特秀,3
启赋,2019-03-14,V2新增A-xX-摇一摇,2
启赋,2019-03-14,V2新增A-xX-菜鸟驿站,3
启赋,2019-03-14,V2新增A-xX-线下U先,2
启赋,2019-03-14,V2新增A-xX-智慧商圈,2
启赋,2019-03-14,V2新增A-xX-天猫国际,2
启赋,2019-03-14,V2新增A-xX-国际直营,2
启赋,2019-03-14,V2新增A-xX-天猫超市,2
启赋,2019-03-14,V2新增A-xX-天猫旗舰店,2
启赋,2019-03-14,V2新增A-xX-天猫全部,2
启赋,2019-03-14,V2新增A-交集-天猫其他,3
启赋,2019-03-14,V2新增A-xX-全球购,2
启赋,2019-03-14,V2新增A-xX-淘宝集市,2
启赋,2019-03-14,V2新增A-xX-新增会员,2
启赋,2019-03-14,V2新增I-xX-UD,3
启赋,2019-03-14,V2新增I-xX-优酷广告,3
启赋,2019-03-14,V2新增I-xX-聚划算,3
启赋,2019-03-14,V2新增I-xX-淘抢购,3
启赋,2019-03-14,V2新增I-xX-试用中心,3
启赋,2019-03-14,V2新增I-xX-天猫U先,2
启赋,2019-03-14,V2新增I-xX-超级品牌日,5
启赋,2019-03-14,V2新增I-xX-欢聚日,3
启赋,2019-03-14,V2新增I-xX-互动吧,3
启赋,2019-03-14,V2新增I-xX-天合流量宝,7
启赋,2019-03-14,V2新增I-xX-品牌号,3
启赋,2019-03-14,V2新增I-xX-淘宝头条,15
启赋,2019-03-14,V2新增I-xX-有好货,4
启赋,2019-03-14,V2新增I-xX-必买清单,2
启赋,2019-03-14,V2新增I-xX-猜你喜欢,2
启赋,2019-03-14,V2新增I-xX-直播,3
启赋,2019-03-14,V2新增I-xX-微淘,16
启赋,2019-03-14,V2新增I-xX-每日好店,4
启赋,2019-03-14,V2新增I-xX-一夜霸屏,3
启赋,2019-03-14,V2新增I-xX-品牌雷达,3
启赋,2019-03-14,V2新增I-xX-品牌专区,3
启赋,2019-03-14,V2新增I-xX-明星店铺,3
启赋,2019-03-14,V2新增I-xX-钻石展位,3
启赋,2019-03-14,V2新增I-xX-品牌特秀,3
启赋,2019-03-14,V2新增I-xX-摇一摇,2
启赋,2019-03-14,V2新增I-xX-菜鸟驿站,3
启赋,2019-03-14,V2新增I-xX-线下U先,2
启赋,2019-03-14,V2新增I-xX-智慧商圈,2
启赋,2019-03-14,V2新增I-xX-天猫国际,2
启赋,2019-03-14,V2新增I-xX-国际直营,2
启赋,2019-03-14,V2新增I-xX-天猫超市,2
启赋,2019-03-14,V2新增I-xX-天猫旗舰店,2
启赋,2019-03-14,V2新增I-xX-天猫全部,2
启赋,2019-03-14,V2新增I-交集-天猫其他,3
启赋,2019-03-14,V2新增I-xX-全球购,2
启赋,2019-03-14,V2新增I-xX-淘宝集市,2
启赋,2019-03-14,V2新增I-xX-新增会员,2
启赋,2019-03-14,V2新增购买-xX-UD,3
启赋,2019-03-14,V2新增购买-xX-优酷广告,3
启赋,2019-03-14,V2新增购买-xX-聚划算,3
启赋,2019-03-14,V2新增购买-xX-淘抢购,3
启赋,2019-03-14,V2新增购买-xX-试用中心,3
启赋,2019-03-14,V2新增购买-xX-天猫U先,2
启赋,2019-03-14,V2新增购买-xX-超级品牌日,5
启赋,2019-03-14,V2新增购买-xX-欢聚日,3
启赋,2019-03-14,V2新增购买-xX-互动吧,3
启赋,2019-03-14,V2新增购买-xX-天合流量宝,7
启赋,2019-03-14,V2新增购买-xX-品牌号,3
启赋,2019-03-14,V2新增购买-xX-淘宝头条,15
启赋,2019-03-14,V2新增购买-xX-有好货,4
启赋,2019-03-14,V2新增购买-xX-必买清单,2
启赋,2019-03-14,V2新增购买-xX-猜你喜欢,2
启赋,2019-03-14,V2新增购买-xX-直播,3
启赋,2019-03-14,V2新增购买-xX-微淘,16
启赋,2019-03-14,V2新增购买-xX-每日好店,4
